,id_amostra,identificacao_amostra,ponto,replica,campanha,data_coleta,tipo_amostra,analise,resultado,unidade
1248,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,-1.00,0.195,phi
1249,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,-0.50,0.3,phi
1250,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,0.00,0.611,phi
1251,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,0.50,1.174,phi
1252,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,1.00,2.825,phi
1253,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,1.50,4.853,phi
1254,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,2.00,9.496,phi
1255,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,2.50,17.868,phi
1256,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,3.00,21.936,phi
1257,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,3.50,12.494,phi
1258,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,4.00,7.695,phi
1259,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,5.00,4.602,phi
1260,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,6.00,3.459,phi
1261,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,7.00,3.479,phi
1262,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,8.00,4.831,phi
1263,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,9.00,2.93,phi
1264,186.22.3,Armadilhas,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,10.00,1.253,phi
1265,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-2.00,0.0,phi
1266,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-1.50,0.0,phi
1267,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-1.00,0.457,phi
1268,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-0.50,0.645,phi
1269,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,0.00,0.866,phi
1270,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,0.50,2.015,phi
1271,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,1.00,3.476,phi
1272,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,1.50,6.42,phi
1273,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,2.00,13.029,phi
1274,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,2.50,22.261,phi
1275,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,3.00,20.653,phi
1276,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,3.50,10.088,phi
1277,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,4.00,5.751,phi
1278,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,5.00,3.236,phi
1279,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,6.00,2.536,phi
1280,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,7.00,2.52,phi
1281,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,8.00,3.302,phi
1282,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,9.00,1.928,phi
1283,186.22.4,Armadilhas,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,10.00,0.819,phi
1284,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,-2.00,0.0,phi
1285,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,-1.50,0.731,phi
1286,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,-1.00,0.388,phi
1287,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,-0.50,3.55,phi
1288,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,0.00,6.601,phi
1289,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,0.50,14.494,phi
1290,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,1.00,15.78,phi
1291,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,1.50,13.268,phi
1292,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,2.00,17.938,phi
1293,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,2.50,13.142,phi
1294,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,3.00,9.4,phi
1295,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,3.50,3.455,phi
1296,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,4.00,0.948,phi
1297,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,5.00,0.303,phi
1298,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,6.00,0.0,phi
1299,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,7.00,0.0,phi
1300,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,8.00,0.0,phi
1301,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,9.00,0.0,phi
1302,186.22.5,SedPods,EP1,R1,5° Resgate 2022,09/07/2022,Sedimento,10.00,0.0,phi
1303,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,-2.00,0.0,phi
1304,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,-1.50,4.469,phi
1305,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,-1.00,4.443,phi
1306,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,-0.50,5.433,phi
1307,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,0.00,5.813,phi
1308,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,0.50,8.353,phi
1309,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,1.00,13.899,phi
1310,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,1.50,15.992,phi
1311,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,2.00,20.245,phi
1312,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,2.50,11.528,phi
1313,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,3.00,5.91,phi
1314,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,3.50,2.54,phi
1315,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,4.00,1.067,phi
1316,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,5.00,0.308,phi
1317,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,6.00,0.0,phi
1318,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,7.00,0.0,phi
1319,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,8.00,0.0,phi
1320,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,9.00,0.0,phi
1321,186.22.6,SedPods,EP1,R2,5° Resgate 2022,09/07/2022,Sedimento,10.00,0.0,phi
1322,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,-2.00,0.0,phi
1323,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,-1.50,0.0,phi
1324,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,-1.00,0.529,phi
1325,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,-0.50,4.085,phi
1326,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,0.00,7.122,phi
1327,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,0.50,11.302,phi
1328,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,1.00,12.926,phi
1329,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,1.50,14.877,phi
1330,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,2.00,21.922,phi
1331,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,2.50,14.176,phi
1332,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,3.00,9.572,phi
1333,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,3.50,2.662,phi
1334,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,4.00,0.634,phi
1335,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,5.00,0.192,phi
1336,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,6.00,0.0,phi
1337,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,7.00,0.0,phi
1338,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,8.00,0.0,phi
1339,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,9.00,0.0,phi
1340,186.22.7,SedPods,EP2,R1,5° Resgate 2022,08/07/2022,Sedimento,10.00,0.0,phi
1341,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-2.00,0.0,phi
1342,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-1.50,0.0,phi
1343,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-1.00,0.0,phi
1344,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,-0.50,1.986,phi
1345,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,0.00,1.385,phi
1346,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,0.50,7.065,phi
1347,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,1.00,12.734,phi
1348,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,1.50,17.86,phi
1349,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,2.00,22.374,phi
1350,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,2.50,20.827,phi
1351,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,3.00,8.578,phi
1352,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,3.50,4.41,phi
1353,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,4.00,2.182,phi
1354,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,5.00,0.6,phi
1355,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,6.00,0.0,phi
1356,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,7.00,0.0,phi
1357,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,8.00,0.0,phi
1358,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,9.00,0.0,phi
1359,186.22.8,SedPods,EP2,R2,5° Resgate 2022,08/07/2022,Sedimento,10.00,0.0,phi
1360,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Grânulo (>2 mm),<0.01,g/100g
1361,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),<0.01,g/100g
1362,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",0.030,g/100g
1363,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",11.850,g/100g
1364,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",22.200,g/100g
1365,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",16.200,g/100g
1366,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",41.690,g/100g
1367,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",8.030,g/100g
1368,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Grânulo (>2 mm),<0.01,g/100g
1369,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),<0.01,g/100g
1370,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",0.970,g/100g
1371,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",19.160,g/100g
1372,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",23.550,g/100g
1373,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",14.400,g/100g
1374,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",35.430,g/100g
1375,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",6.490,g/100g
1376,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Grânulo (>2 mm),0.352,g/100g
1377,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),1.955,g/100g
1378,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",7.385,g/100g
1379,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",14.726,g/100g
1380,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",36.321,g/100g
1381,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",18.378,g/100g
1382,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",18.15,g/100g
1383,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",2.733,g/100g
1384,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Grânulo (>2 mm),<0.01,g/100g
1385,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),1.488,g/100g
1386,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",3.285,g/100g
1387,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",5.437,g/100g
1388,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",28.622,g/100g
1389,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",24.963,g/100g
1390,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",30.876,g/100g
1391,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",5.328,g/100g
1392,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Grânulo (>2 mm),13.258,g/100g
1393,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),3.717,g/100g
1394,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",12.844,g/100g
1395,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",29.466,g/100g
1396,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",29.420,g/100g
1397,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",10.131,g/100g
1398,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",1.165,g/100g
1399,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",<0.01,g/100g
1400,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Grânulo (>2 mm),15.079,g/100g
1401,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),9.686,g/100g
1402,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",24.358,g/100g
1403,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",24.219,g/100g
1404,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",18.878,g/100g
1405,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",6.943,g/100g
1406,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",0.837,g/100g
1407,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",<0.01,g/100g
1408,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Grânulo (>2 mm),7.659,g/100g
1409,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),10.875,g/100g
1410,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",28.702,g/100g
1411,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",26.296,g/100g
1412,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",16.871,g/100g
1413,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",9.298,g/100g
1414,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",0.300,g/100g
1415,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",<0.01,g/100g
1416,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Grânulo (>2 mm),0.643,g/100g
1417,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Areia muito grossa (2 a 1 mm),4.112,g/100g
1418,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia grossa (1 a 0,5 mm)",11.270,g/100g
1419,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia média (0,5 a 0,25 mm)",25.311,g/100g
1420,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia fina (0,25 a 0,125 mm)",43.485,g/100g
1421,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Areia muito fina (0,125 a 0,062 mm)",13.437,g/100g
1422,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Silte (0,062 mm a 0,00994)",1.742,g/100g
1423,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,"Argila (0,00994 a 0,0009 mm)",<0.01,g/100g
1424,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Cascalho,0.0,%
1425,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Areia,50.28,%
1426,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Silte,41.69,%
1427,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Argila,8.03,%
1428,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Classificação*,Areia síltica,
1429,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Cascalho,0.0,%
1430,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Areia,58.08,%
1431,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Silte,35.43,%
1432,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Argila,6.49,%
1433,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Classificação*,Areia síltica,
1434,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Cascalho,0.35,%
1435,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Areia,78.77,%
1436,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Silte,18.15,%
1437,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Argila,2.73,%
1438,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Classificação*,Areia,
1439,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Cascalho,0.0,%
1440,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Areia,63.8,%
1441,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Silte,30.88,%
1442,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Argila,5.33,%
1443,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Classificação*,Areia síltica,
1444,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Cascalho,13.26,%
1445,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Areia,85.58,%
1446,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Silte,1.17,%
1447,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Argila,0.0,%
1448,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Classificação*,Sedimento cascalhoso,
1449,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Cascalho,15.08,%
1450,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Areia,84.08,%
1451,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Silte,0.84,%
1452,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Argila,0.0,%
1453,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Classificação*,Sedimento cascalhoso,
1454,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Cascalho,7.66,%
1455,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Areia,92.04,%
1456,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Silte,0.3,%
1457,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Argila,0.0,%
1458,208.22.7,SedPods,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Classificação*,Areia,
1459,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Cascalho,0.64,%
1460,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Areia,97.62,%
1461,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Silte,1.74,%
1462,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Argila,0.0,%
1463,208.22.8,SedPods,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Classificação*,Areia,
1464,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Lama total (silte + argila),49.72,%
1465,208.22.1,Armadilhas,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Areia total (cascalho + areia),50.28,%
1466,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Lama total (silte + argila),41.92,%
1467,208.22.2,Armadilhas,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Areia total (cascalho + areia),58.08,%
1468,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Lama total (silte + argila),20.88,%
1469,208.22.3,Armadilhas,EP2,R1,6° Resgate 2022,09/08/2022,Sedimento,Areia total (cascalho + areia),79.12,%
1470,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Lama total (silte + argila),36.21,%
1471,208.22.4,Armadilhas,EP2,R2,6° Resgate 2022,09/08/2022,Sedimento,Areia total (cascalho + areia),63.8,%
1472,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Lama total (silte + argila),1.17,%
1473,208.22.5,SedPods,EP1,R1,6° Resgate 2022,14/08/2022,Sedimento,Areia total (cascalho + areia),98.84,%
1474,208.22.6,SedPods,EP1,R2,6° Resgate 2022,14/08/2022,Sedimento,Lama total (silte + argila),0.84,%
